# Model Metadata
# n_ctx: 131072
# n_predict: 20
# model_size_bytes: 799862912
# n_params: 1235814432
phase,token_index,tensor_name,op_type,time_ns,size_bytes,n_elements,papi_tot_cyc,papi_tot_ins,papi_l3_tcm,papi_l1_dcm
decode,12,ffn_gate-2,MUL_MAT,296990,32768,8192,1232484,1695784,23471,37995
decode,12,ffn_up-2,MUL_MAT,289660,32768,8192,1216400,1694491,22681,37908
decode,12,ffn_swiglu-2,GLU,11456,32768,8192,26616,22146,156,1880
decode,12,ffn_out-2,MUL_MAT,296044,8192,2048,1208767,1777816,23334,41637
decode,12,l_out-2,ADD,9102,8192,2048,13078,9308,44,583
decode,12,norm-3,RMS_NORM,8104,8192,2048,18276,22316,29,368
decode,12,attn_norm-3,MUL,6793,8192,2048,11741,9293,162,379
decode,12,Qcur-3,MUL_MAT,77001,8192,2048,313715,453238,6198,9818
decode,12,Qcur-3 (reshaped),RESHAPE,4203,8192,2048,2622,2701,10,110
decode,12,Qcur-3,ROPE,9317,8192,2048,17030,11394,2,396
decode,12,Vcur-3,MUL_MAT,26375,2048,512,95853,168046,2088,3511
decode,12,Vcur-3,RESHAPE,3743,2048,512,1785,2723,0,102
decode,12,Kcur-3,MUL_MAT,26027,2048,512,95274,142626,1539,2885
decode,12,Kcur-3 (reshaped),RESHAPE,4002,2048,512,2201,2712,1,101
decode,12,Kcur-3,ROPE,6356,2048,512,12297,10558,2,217
decode,12,Kcur-3 (view),VIEW,3773,2048,512,1882,2716,4,45
decode,12,cache_k_l3 (view),SET_ROWS,4092,134217728,67108864,3342,3234,35,80
decode,12,Vcur-3 (view),VIEW,3730,2048,512,1648,2711,0,21
decode,12,cache_v_l3 (view),SET_ROWS,3994,134217728,67108864,2898,3194,37,80
decode,12,Qcur-3 (view),VIEW,3691,8192,2048,1521,2680,7,29
decode,12,Qcur-3 (view) (permuted),PERMUTE,3794,8192,2048,1957,2876,16,35
decode,12,cache_k_l3 (view),VIEW,3731,262144,131072,1570,2781,0,16
decode,12,cache_k_l3 (view) (permuted),PERMUTE,4774,262144,131072,2650,2800,0,32
decode,12,cache_v_l3 (view),VIEW,5540,262144,131072,2621,2723,0,116
decode,12,cache_v_l3 (view) (permuted),PERMUTE,4004,262144,131072,2012,2696,2,73
decode,12,__fattn__-3,FLASH_ATTN_EXT,29475,8192,2048,94773,115089,325,1801
decode,12,kqv_out-3,RESHAPE,4284,8192,2048,3549,2745,10,98
decode,12,attn_out-3,MUL_MAT,79613,8192,2048,324943,453951,6165,9882
decode,12,ffn_inp-3,ADD,12596,8192,2048,28335,9310,2,613
decode,12,norm-3,RMS_NORM,9204,8192,2048,17789,22293,4,498
decode,12,ffn_norm-3,MUL,6295,8192,2048,10947,9303,144,341
decode,12,ffn_gate-3,MUL_MAT,289092,32768,8192,1186340,1696985,24928,37709
decode,12,ffn_up-3,MUL_MAT,287105,32768,8192,1176850,1697101,26375,37833
decode,12,ffn_swiglu-3,GLU,9920,32768,8192,21001,22146,162,1858
decode,12,ffn_out-3,MUL_MAT,296080,8192,2048,1217041,1774780,20647,41918
decode,12,l_out-3,ADD,8620,8192,2048,14222,9301,64,531
decode,12,norm-4,RMS_NORM,7722,8192,2048,16799,22302,14,256
decode,12,attn_norm-4,MUL,6641,8192,2048,12356,9278,153,342
decode,12,Qcur-4,MUL_MAT,79415,8192,2048,325118,453822,6726,9800
decode,12,Qcur-4 (reshaped),RESHAPE,3809,8192,2048,1950,2726,5,110
decode,12,Qcur-4,ROPE,6528,8192,2048,12931,11429,25,284
decode,12,Vcur-4,MUL_MAT,44881,2048,512,141615,142264,2909,3813
decode,12,Vcur-4,RESHAPE,3823,2048,512,2031,2532,0,96
decode,12,Kcur-4,MUL_MAT,24957,2048,512,91047,142311,1761,2870
decode,12,Kcur-4 (reshaped),RESHAPE,3950,2048,512,1996,2721,0,113
decode,12,Kcur-4,ROPE,5946,2048,512,10536,10445,3,215
decode,12,Kcur-4 (view),VIEW,3754,2048,512,1802,2726,0,36
decode,12,cache_k_l4 (view),SET_ROWS,4452,134217728,67108864,4803,3234,31,80
decode,12,Vcur-4 (view),VIEW,3735,2048,512,1641,2542,0,23
decode,12,cache_v_l4 (view),SET_ROWS,4041,134217728,67108864,3231,3194,42,81
decode,12,Qcur-4 (view),VIEW,3659,8192,2048,1504,2685,7,25
decode,12,Qcur-4 (view) (permuted),PERMUTE,4148,8192,2048,2466,2738,3,120
decode,12,cache_k_l4 (view),VIEW,3710,262144,131072,1637,2734,0,22
decode,12,cache_k_l4 (view) (permuted),PERMUTE,3827,262144,131072,1511,2765,2,19
decode,12,cache_v_l4 (view),VIEW,3631,262144,131072,1519,2745,3,23
decode,12,cache_v_l4 (view) (permuted),PERMUTE,3652,262144,131072,1512,2714,6,24
decode,12,__fattn__-4,FLASH_ATTN_EXT,23592,8192,2048,84871,114966,251,1737
decode,12,kqv_out-4,RESHAPE,3746,8192,2048,1806,2734,0,100
decode,12,attn_out-4,MUL_MAT,78230,8192,2048,320097,454197,6573,9861
decode,12,ffn_inp-4,ADD,6466,8192,2048,11668,9323,17,544
decode,12,norm-4,RMS_NORM,7753,8192,2048,17436,22295,4,352
decode,12,ffn_norm-4,MUL,6505,8192,2048,12031,9271,147,365
decode,12,ffn_gate-4,MUL_MAT,290810,32768,8192,1177546,1696823,26001,37694
decode,12,ffn_up-4,MUL_MAT,284379,32768,8192,1143497,1696938,25713,37788
decode,12,ffn_swiglu-4,GLU,10002,32768,8192,22337,22082,144,1859
decode,12,ffn_out-4,MUL_MAT,414442,8192,2048,1719574,1934842,41430,56799
decode,12,l_out-4,ADD,8386,8192,2048,14365,9319,61,526
decode,12,norm-5,RMS_NORM,7849,8192,2048,17304,22309,27,355
decode,12,attn_norm-5,MUL,6184,8192,2048,10269,9278,151,387
decode,12,Qcur-5,MUL_MAT,78220,8192,2048,317957,554598,8045,12172
decode,12,Qcur-5 (reshaped),RESHAPE,3873,8192,2048,2195,2715,14,114
decode,12,Qcur-5,ROPE,6577,8192,2048,13375,11436,14,270
decode,12,Vcur-5,MUL_MAT,27212,2048,512,100817,142487,1766,2842
decode,12,Vcur-5,RESHAPE,3807,2048,512,1894,2718,0,106
decode,12,Kcur-5,MUL_MAT,26397,2048,512,97329,142527,1696,2842
decode,12,Kcur-5 (reshaped),RESHAPE,3770,2048,512,1895,2727,0,108
decode,12,Kcur-5,ROPE,6011,2048,512,10818,10286,0,210
decode,12,Kcur-5 (view),VIEW,3699,2048,512,1646,2543,0,34
decode,12,cache_k_l5 (view),SET_ROWS,4228,134217728,67108864,3712,3234,29,83
decode,12,Vcur-5 (view),VIEW,3652,2048,512,1540,2725,0,17
decode,12,cache_v_l5 (view),SET_ROWS,3996,134217728,67108864,3048,3194,34,80
decode,12,Qcur-5 (view),VIEW,3774,8192,2048,1941,2685,6,28
decode,12,Qcur-5 (view) (permuted),PERMUTE,3815,8192,2048,2224,2895,12,36
decode,12,cache_k_l5 (view),VIEW,3646,262144,131072,1618,2780,2,16
decode,12,cache_k_l5 (view) (permuted),PERMUTE,3675,262144,131072,1614,2750,2,16
decode,12,cache_v_l5 (view),VIEW,3720,262144,131072,1507,2547,3,16
decode,12,cache_v_l5 (view) (permuted),PERMUTE,3651,262144,131072,1515,2700,5,19
decode,12,__fattn__-5,FLASH_ATTN_EXT,22819,8192,2048,82459,85309,267,1381
decode,12,kqv_out-5,RESHAPE,3760,8192,2048,1901,2770,1,104
decode,12,attn_out-5,MUL_MAT,81625,8192,2048,334881,454035,6705,9876
decode,12,ffn_inp-5,ADD,6111,8192,2048,10145,9323,15,543
decode,12,norm-5,RMS_NORM,7874,8192,2048,17308,22355,2,367
decode,12,ffn_norm-5,MUL,6028,8192,2048,10125,9283,144,363
decode,12,ffn_gate-5,MUL_MAT,294610,32768,8192,1135156,1693250,25870,37728
decode,12,ffn_up-5,MUL_MAT,301928,32768,8192,1205470,1695380,26289,37831
decode,12,ffn_swiglu-5,GLU,9901,32768,8192,21033,22171,120,1861
decode,12,ffn_out-5,MUL_MAT,306855,8192,2048,1279173,1776178,25254,40094
decode,12,l_out-5,ADD,7425,8192,2048,12072,9294,25,532
decode,12,norm-6,RMS_NORM,7781,8192,2048,16244,22277,10,263
decode,12,attn_norm-6,MUL,6366,8192,2048,11164,9264,159,334
decode,12,Qcur-6,MUL_MAT,76087,8192,2048,309901,452593,6681,9787
decode,12,Qcur-6 (reshaped),RESHAPE,3901,8192,2048,1983,2532,9,115
decode,12,Qcur-6,ROPE,6729,8192,2048,13787,11275,27,289
decode,12,Vcur-6,MUL_MAT,25763,2048,512,95089,142329,1684,2838
decode,12,Vcur-6,RESHAPE,3763,2048,512,1789,2701,3,109
decode,12,Kcur-6,MUL_MAT,25188,2048,512,92416,142473,1640,2841
decode,12,Kcur-6 (reshaped),RESHAPE,3873,2048,512,1778,2543,0,102
decode,12,Kcur-6,ROPE,6083,2048,512,10686,10448,4,219
decode,12,Kcur-6 (view),VIEW,3728,2048,512,1654,2729,1,44
decode,12,cache_k_l6 (view),SET_ROWS,4042,134217728,67108864,3152,3234,29,81
decode,12,Vcur-6 (view),VIEW,3670,2048,512,1530,2736,0,19
decode,12,cache_v_l6 (view),SET_ROWS,4357,134217728,67108864,4438,3194,29,77
decode,12,Qcur-6 (view),VIEW,3689,8192,2048,1506,2696,6,22
decode,12,Qcur-6 (view) (permuted),PERMUTE,4186,8192,2048,2167,2544,2,132
decode,12,cache_k_l6 (view),VIEW,3688,262144,131072,1627,2733,0,20
decode,12,cache_k_l6 (view) (permuted),PERMUTE,3779,262144,131072,1799,2765,3,16
decode,12,cache_v_l6 (view),VIEW,3668,262144,131072,1543,2736,3,24
decode,12,cache_v_l6 (view) (permuted),PERMUTE,3695,262144,131072,1638,2720,9,15
decode,12,__fattn__-6,FLASH_ATTN_EXT,26755,8192,2048,99698,130272,300,1873
decode,12,kqv_out-6,RESHAPE,3755,8192,2048,1852,2734,0,98
decode,12,attn_out-6,MUL_MAT,85520,8192,2048,334041,454108,6751,9903
decode,12,ffn_inp-6,ADD,6361,8192,2048,10796,9338,14,559
decode,12,norm-6,RMS_NORM,7915,8192,2048,17793,22343,2,340
decode,12,ffn_norm-6,MUL,6291,8192,2048,11169,9271,149,358
decode,12,ffn_gate-6,MUL_MAT,285305,32768,8192,1206960,1696303,26169,37707
decode,12,ffn_up-6,MUL_MAT,290597,32768,8192,1195541,1693934,26088,37821
decode,12,ffn_swiglu-6,GLU,9311,32768,8192,20366,22156,120,1862
decode,12,ffn_out-6,MUL_MAT,286311,8192,2048,1199362,1776688,26033,39532
decode,12,l_out-6,ADD,7256,8192,2048,11249,9319,21,539
decode,12,norm-7,RMS_NORM,7804,8192,2048,17182,22309,21,352
decode,12,attn_norm-7,MUL,6580,8192,2048,11792,9292,153,373
decode,12,Qcur-7,MUL_MAT,83527,8192,2048,299177,452837,6360,9866
decode,12,Qcur-7 (reshaped),RESHAPE,4298,8192,2048,2387,2718,6,104
decode,12,Qcur-7,ROPE,6909,8192,2048,12503,11408,9,286
decode,12,Vcur-7,MUL_MAT,34211,2048,512,121385,142142,3090,3786
decode,12,Vcur-7,RESHAPE,4047,2048,512,1899,2716,0,102
decode,12,Kcur-7,MUL_MAT,25453,2048,512,86015,142367,1718,2854
decode,12,Kcur-7 (reshaped),RESHAPE,4067,2048,512,1871,2734,0,107
decode,12,Kcur-7,ROPE,8003,2048,512,11907,10536,1,217
decode,12,Kcur-7 (view),VIEW,3882,2048,512,1927,2721,4,43
decode,12,cache_k_l7 (view),SET_ROWS,4244,134217728,67108864,3380,3234,41,81
decode,12,Vcur-7 (view),VIEW,3763,2048,512,1592,2725,2,19
decode,12,cache_v_l7 (view),SET_ROWS,4072,134217728,67108864,2849,3208,38,83
decode,12,Qcur-7 (view),VIEW,4037,8192,2048,1623,2685,4,18
decode,12,Qcur-7 (view) (permuted),PERMUTE,3871,8192,2048,1765,2921,8,31
decode,12,cache_k_l7 (view),VIEW,3720,262144,131072,1549,2770,0,24
decode,12,cache_k_l7 (view) (permuted),PERMUTE,3742,262144,131072,1558,2777,0,15
decode,12,cache_v_l7 (view),VIEW,3740,262144,131072,1487,2716,2,18
decode,12,cache_v_l7 (view) (permuted),PERMUTE,3779,262144,131072,1542,2527,2,19
decode,12,__fattn__-7,FLASH_ATTN_EXT,21628,8192,2048,75495,129311,314,1748
decode,12,kqv_out-7,RESHAPE,3824,8192,2048,1821,2759,5,105
decode,12,attn_out-7,MUL_MAT,86290,8192,2048,345489,454387,6253,9883
decode,12,ffn_inp-7,ADD,6656,8192,2048,12255,9437,0,572
decode,12,norm-7,RMS_NORM,7915,8192,2048,17371,22339,2,361
decode,12,ffn_norm-7,MUL,6826,8192,2048,12494,9283,141,361
decode,12,ffn_gate-7,MUL_MAT,297790,32768,8192,1221086,1696975,25205,37706
decode,12,ffn_up-7,MUL_MAT,281329,32768,8192,1129789,1693778,25999,37827
decode,12,ffn_swiglu-7,GLU,9674,32768,8192,21767,22139,99,1856
decode,12,ffn_out-7,MUL_MAT,401443,8192,2048,1643702,1934221,46230,56926
decode,12,l_out-7,ADD,7153,8192,2048,11563,9315,24,527
decode,12,norm-8,RMS_NORM,7679,8192,2048,16320,22277,16,271
decode,12,attn_norm-8,MUL,6437,8192,2048,11053,9246,141,339
decode,12,Qcur-8,MUL_MAT,79454,8192,2048,324903,453298,6810,9795
decode,12,Qcur-8 (reshaped),RESHAPE,3858,8192,2048,2058,2734,6,112
decode,12,Qcur-8,ROPE,6665,8192,2048,13113,11400,5,297
decode,12,Vcur-8,MUL_MAT,33429,2048,512,128442,141892,2954,3800
decode,12,Vcur-8,RESHAPE,3806,2048,512,2032,2705,0,107
decode,12,Kcur-8,MUL_MAT,25305,2048,512,93089,142361,1732,2865
decode,12,Kcur-8 (reshaped),RESHAPE,3782,2048,512,1888,2721,2,102
decode,12,Kcur-8,ROPE,6448,2048,512,10947,10416,4,221
decode,12,Kcur-8 (view),VIEW,6091,2048,512,11933,2737,0,36
decode,12,cache_k_l8 (view),SET_ROWS,4201,134217728,67108864,3757,3239,41,84
decode,12,Vcur-8 (view),VIEW,4124,2048,512,1801,2542,3,26
decode,12,cache_v_l8 (view),SET_ROWS,4098,134217728,67108864,3410,3194,37,81
decode,12,Qcur-8 (view),VIEW,3674,8192,2048,1583,2685,6,24
decode,12,Qcur-8 (view) (permuted),PERMUTE,3748,8192,2048,1965,2713,7,36
decode,12,cache_k_l8 (view),VIEW,4093,262144,131072,1924,2710,0,111
decode,12,cache_k_l8 (view) (permuted),PERMUTE,3674,262144,131072,1583,2776,0,32
decode,12,cache_v_l8 (view),VIEW,3673,262144,131072,1580,2731,0,24
decode,12,cache_v_l8 (view) (permuted),PERMUTE,3688,262144,131072,1549,2720,0,18
decode,12,__fattn__-8,FLASH_ATTN_EXT,28810,8192,2048,105900,115168,305,1836
decode,12,kqv_out-8,RESHAPE,5975,8192,2048,3605,2798,0,139
decode,12,attn_out-8,MUL_MAT,84246,8192,2048,337825,554710,8259,12309
decode,12,ffn_inp-8,ADD,6453,8192,2048,11286,9351,12,540
decode,12,norm-8,RMS_NORM,7888,8192,2048,17844,22309,2,346
decode,12,ffn_norm-8,MUL,6287,8192,2048,11102,9268,143,370
decode,12,ffn_gate-8,MUL_MAT,313233,32768,8192,1324604,1696924,27410,37706
decode,12,ffn_up-8,MUL_MAT,289375,32768,8192,1204650,1695373,27044,37828
decode,12,ffn_swiglu-8,GLU,9496,32768,8192,21146,22146,85,1845
decode,12,ffn_out-8,MUL_MAT,380331,8192,2048,1613090,2164270,52544,63736
decode,12,l_out-8,ADD,7167,8192,2048,13462,9319,29,513
decode,12,norm-9,RMS_NORM,8010,8192,2048,16788,22277,29,354
decode,12,attn_norm-9,MUL,6591,8192,2048,11513,9310,131,391
decode,12,Qcur-9,MUL_MAT,76279,8192,2048,311238,452895,6750,9809
decode,12,Qcur-9 (reshaped),RESHAPE,4129,8192,2048,2253,2532,0,103
decode,12,Qcur-9,ROPE,6601,8192,2048,13146,11394,13,281
decode,12,Vcur-9,MUL_MAT,34004,2048,512,130622,141589,2885,3800
decode,12,Vcur-9,RESHAPE,3720,2048,512,1831,2734,2,100
decode,12,Kcur-9,MUL_MAT,26128,2048,512,96342,142518,1738,2843
decode,12,Kcur-9 (reshaped),RESHAPE,3760,2048,512,1827,2642,0,108
decode,12,Kcur-9,ROPE,6170,2048,512,11610,10494,4,218
decode,12,Kcur-9 (view),VIEW,3704,2048,512,1683,2716,0,53
decode,12,cache_k_l9 (view),SET_ROWS,4148,134217728,67108864,3426,3153,40,84
decode,12,Vcur-9 (view),VIEW,3664,2048,512,1531,2725,0,19
decode,12,cache_v_l9 (view),SET_ROWS,4027,134217728,67108864,3171,3194,42,84
decode,12,Qcur-9 (view),VIEW,3873,8192,2048,1888,2685,7,28
decode,12,Qcur-9 (view) (permuted),PERMUTE,3747,8192,2048,1859,2903,4,37
decode,12,cache_k_l9 (view),VIEW,3628,262144,131072,1541,2756,0,16
decode,12,cache_k_l9 (view) (permuted),PERMUTE,3622,262144,131072,1510,2736,6,18
decode,12,cache_v_l9 (view),VIEW,3694,262144,131072,1565,2547,0,16
decode,12,cache_v_l9 (view) (permuted),PERMUTE,3631,262144,131072,1513,2696,6,18
decode,12,__fattn__-9,FLASH_ATTN_EXT,23896,8192,2048,87392,129635,302,1752
decode,12,kqv_out-9,RESHAPE,3750,8192,2048,1856,2745,1,108
decode,12,attn_out-9,MUL_MAT,93362,8192,2048,334944,453568,6682,9892
decode,12,ffn_inp-9,ADD,6615,8192,2048,10899,9351,3,555
decode,12,norm-9,RMS_NORM,7845,8192,2048,17541,22310,3,358
decode,12,ffn_norm-9,MUL,6276,8192,2048,10499,9264,152,353
decode,12,ffn_gate-9,MUL_MAT,303164,32768,8192,1252617,1698109,26666,37694
decode,12,ffn_up-9,MUL_MAT,307633,32768,8192,1269366,1699732,26890,37843
decode,12,ffn_swiglu-9,GLU,9302,32768,8192,20677,22107,62,1855
decode,12,ffn_out-9,MUL_MAT,398897,8192,2048,1653739,1928144,27842,57635
decode,12,l_out-9,ADD,12504,8192,2048,21860,9376,65,605
decode,12,norm-10,RMS_NORM,12554,8192,2048,20186,22366,1,552
decode,12,attn_norm-10,MUL,9088,8192,2048,14415,9311,140,498
decode,12,Qcur-10,MUL_MAT,86256,8192,2048,343189,451311,3620,10034
decode,12,Qcur-10 (reshaped),RESHAPE,6998,8192,2048,4637,2765,12,148
decode,12,Qcur-10,ROPE,9446,8192,2048,16464,11367,12,389
decode,12,Vcur-10,MUL_MAT,31862,2048,512,111674,116614,992,2400
decode,12,Vcur-10,RESHAPE,6030,2048,512,3510,2765,0,132
decode,12,Kcur-10,MUL_MAT,32187,2048,512,112540,142299,742,3015
decode,12,Kcur-10 (reshaped),RESHAPE,5817,2048,512,3466,2750,0,139
decode,12,Kcur-10,ROPE,8815,2048,512,14538,10485,5,309
decode,12,Kcur-10 (view),VIEW,5993,2048,512,3212,2737,0,140
decode,12,cache_k_l10 (view),SET_ROWS,6087,134217728,67108864,4207,3251,21,191
decode,12,Vcur-10 (view),VIEW,5898,2048,512,2333,2775,0,120
decode,12,cache_v_l10 (view),SET_ROWS,5946,134217728,67108864,4082,3258,21,175
decode,12,Qcur-10 (view),VIEW,6051,8192,2048,3478,2698,9,111
decode,12,Qcur-10 (view) (permuted),PERMUTE,6169,8192,2048,3480,2738,3,135
decode,12,cache_k_l10 (view),VIEW,6362,262144,131072,3574,2757,0,140
decode,12,cache_k_l10 (view) (permuted),PERMUTE,6024,262144,131072,2843,2792,0,78
decode,12,cache_v_l10 (view),VIEW,6183,262144,131072,3215,2731,1,111
decode,12,cache_v_l10 (view) (permuted),PERMUTE,5985,262144,131072,2843,2760,0,144
decode,12,__fattn__-10,FLASH_ATTN_EXT,30768,8192,2048,108049,114857,141,2195
decode,12,kqv_out-10,RESHAPE,6309,8192,2048,3705,2775,1,138
decode,12,attn_out-10,MUL_MAT,89056,8192,2048,353830,451403,3601,10052
decode,12,ffn_inp-10,ADD,9757,8192,2048,14446,9342,4,657
decode,12,norm-10,RMS_NORM,10720,8192,2048,20814,22341,1,514
decode,12,ffn_norm-10,MUL,9129,8192,2048,15667,9335,144,545
decode,12,ffn_gate-10,MUL_MAT,319599,32768,8192,1308452,1688216,13552,38179
decode,12,ffn_up-10,MUL_MAT,304584,32768,8192,1219141,1688277,13593,38089
decode,12,ffn_swiglu-10,GLU,14393,32768,8192,31160,22146,87,1912
decode,12,ffn_out-10,MUL_MAT,316021,8192,2048,1314386,1770942,13550,46559
decode,12,l_out-10,ADD,11918,8192,2048,19126,9358,28,638
decode,12,norm-11,RMS_NORM,10894,8192,2048,20635,22334,12,576
decode,12,attn_norm-11,MUL,10024,8192,2048,16743,9304,150,551
decode,12,Qcur-11,MUL_MAT,85042,8192,2048,338284,451243,3492,10051
decode,12,Qcur-11 (reshaped),RESHAPE,6079,8192,2048,3336,2726,0,155
decode,12,Qcur-11,ROPE,9999,8192,2048,16280,11334,13,430
decode,12,Vcur-11,MUL_MAT,30582,2048,512,104390,141976,809,3045
decode,12,Vcur-11,RESHAPE,6217,2048,512,3078,2765,0,143
decode,12,Kcur-11,MUL_MAT,30866,2048,512,105875,142049,795,3048
decode,12,Kcur-11 (reshaped),RESHAPE,6046,2048,512,2874,2776,0,146
decode,12,Kcur-11,ROPE,8999,2048,512,13089,10413,1,336
decode,12,Kcur-11 (view),VIEW,6195,2048,512,3222,2776,0,127
decode,12,cache_k_l11 (view),SET_ROWS,6470,134217728,67108864,4836,3259,18,176
decode,12,Vcur-11 (view),VIEW,6089,2048,512,2864,2775,0,123
decode,12,cache_v_l11 (view),SET_ROWS,6302,134217728,67108864,4171,3235,21,182
decode,12,Qcur-11 (view),VIEW,6113,8192,2048,3212,2735,3,107
decode,12,Qcur-11 (view) (permuted),PERMUTE,6318,8192,2048,5283,2890,4,158
decode,12,cache_k_l11 (view),VIEW,5471,262144,131072,3176,2820,1,109
decode,12,cache_k_l11 (view) (permuted),PERMUTE,5318,262144,131072,2183,2750,0,58
decode,12,cache_v_l11 (view),VIEW,5138,262144,131072,2632,2741,0,39
decode,12,cache_v_l11 (view) (permuted),PERMUTE,5607,262144,131072,2833,2696,1,41
decode,12,__fattn__-11,FLASH_ATTN_EXT,25661,8192,2048,87036,114036,78,1874
decode,12,kqv_out-11,RESHAPE,5768,8192,2048,3724,2748,0,116
decode,12,attn_out-11,MUL_MAT,85753,8192,2048,343161,451385,4004,9954
decode,12,ffn_inp-11,ADD,8142,8192,2048,12860,9356,11,627
decode,12,norm-11,RMS_NORM,9702,8192,2048,19695,22359,1,449
decode,12,ffn_norm-11,MUL,8276,8192,2048,13703,9305,143,478
decode,12,ffn_gate-11,MUL_MAT,310976,32768,8192,1217374,1688221,14252,37876
decode,12,ffn_up-11,MUL_MAT,293583,32768,8192,1195400,1688202,13485,37998
decode,12,ffn_swiglu-11,GLU,14479,32768,8192,28824,22146,70,1930
decode,12,ffn_out-11,MUL_MAT,300808,8192,2048,1248261,1770876,13139,47436
decode,12,l_out-11,ADD,10333,8192,2048,16080,9358,24,639
decode,12,norm-12,RMS_NORM,11033,8192,2048,20732,22341,0,573
decode,12,attn_norm-12,MUL,10064,8192,2048,15783,9310,145,578
decode,12,Qcur-12,MUL_MAT,87195,8192,2048,327174,451215,3521,10056
decode,12,Qcur-12 (reshaped),RESHAPE,6761,8192,2048,4141,2765,2,161
decode,12,Qcur-12,ROPE,9843,8192,2048,15546,11344,10,399
decode,12,Vcur-12,MUL_MAT,35391,2048,512,125036,140878,1572,4000
decode,12,Vcur-12,RESHAPE,6388,2048,512,4389,2760,1,156
decode,12,Kcur-12,MUL_MAT,29197,2048,512,99137,116420,805,2488
decode,12,Kcur-12 (reshaped),RESHAPE,6518,2048,512,3648,2758,0,145
decode,12,Kcur-12,ROPE,9443,2048,512,14067,10420,9,341
decode,12,Kcur-12 (view),VIEW,6165,2048,512,3218,2776,5,155
decode,12,cache_k_l12 (view),SET_ROWS,6415,134217728,67108864,4787,3282,24,199
decode,12,Vcur-12 (view),VIEW,6321,2048,512,2968,2752,0,123
decode,12,cache_v_l12 (view),SET_ROWS,6543,134217728,67108864,4739,3253,21,184
decode,12,Qcur-12 (view),VIEW,5750,8192,2048,2853,2721,0,144
decode,12,Qcur-12 (view) (permuted),PERMUTE,6218,8192,2048,3348,2777,1,142
decode,12,cache_k_l12 (view),VIEW,6842,262144,131072,4335,2774,0,158
decode,12,cache_k_l12 (view) (permuted),PERMUTE,6321,262144,131072,3040,2776,0,125
decode,12,cache_v_l12 (view),VIEW,6411,262144,131072,2977,2795,0,113
decode,12,cache_v_l12 (view) (permuted),PERMUTE,6119,262144,131072,2911,2775,0,116
decode,12,__fattn__-12,FLASH_ATTN_EXT,29465,8192,2048,100513,99833,113,2005
decode,12,kqv_out-12,RESHAPE,6363,8192,2048,3528,2759,0,153
decode,12,attn_out-12,MUL_MAT,80653,8192,2048,319502,350075,2789,7716
decode,12,ffn_inp-12,ADD,9591,8192,2048,14171,9369,0,668
decode,12,norm-12,RMS_NORM,10924,8192,2048,20563,22340,0,575
decode,12,ffn_norm-12,MUL,9409,8192,2048,14489,9321,140,567
decode,12,ffn_gate-12,MUL_MAT,286827,32768,8192,1200058,1688286,13268,38063
decode,12,ffn_up-12,MUL_MAT,290459,32768,8192,1212636,1688273,13307,38112
decode,12,ffn_swiglu-12,GLU,13223,32768,8192,27504,22146,70,1917
decode,12,ffn_out-12,MUL_MAT,385401,8192,2048,1605254,1695922,15900,52233
decode,12,l_out-12,ADD,11175,8192,2048,16936,9358,22,615
decode,12,norm-13,RMS_NORM,11184,8192,2048,22151,22341,13,622
decode,12,attn_norm-13,MUL,9049,8192,2048,12690,9310,133,584
decode,12,Qcur-13,MUL_MAT,82176,8192,2048,317889,349957,2899,7710
decode,12,Qcur-13 (reshaped),RESHAPE,6895,8192,2048,3827,2765,3,143
decode,12,Qcur-13,ROPE,9823,8192,2048,14424,11328,2,417
decode,12,Vcur-13,MUL_MAT,30173,2048,512,103260,116283,983,2488
decode,12,Vcur-13,RESHAPE,6177,2048,512,3540,2760,0,137
decode,12,Kcur-13,MUL_MAT,30170,2048,512,101454,142121,875,3077
decode,12,Kcur-13 (reshaped),RESHAPE,6172,2048,512,3548,2776,0,137
decode,12,Kcur-13,ROPE,9611,2048,512,12932,10402,2,339
decode,12,Kcur-13 (view),VIEW,6267,2048,512,3292,2759,2,144
decode,12,cache_k_l13 (view),SET_ROWS,6250,134217728,67108864,4589,3293,21,189
decode,12,Vcur-13 (view),VIEW,6115,2048,512,3195,2742,0,135
decode,12,cache_v_l13 (view),SET_ROWS,6294,134217728,67108864,4440,3258,25,202
decode,12,Qcur-13 (view),VIEW,6194,8192,2048,3189,2735,5,120
decode,12,Qcur-13 (view) (permuted),PERMUTE,6001,8192,2048,3172,2926,6,137
decode,12,cache_k_l13 (view),VIEW,5892,262144,131072,3093,2820,1,128
decode,12,cache_k_l13 (view) (permuted),PERMUTE,5727,262144,131072,3035,2783,0,107
decode,12,cache_v_l13 (view),VIEW,6159,262144,131072,3004,2780,1,112
decode,12,cache_v_l13 (view) (permuted),PERMUTE,6054,262144,131072,3060,2760,0,123
decode,12,__fattn__-13,FLASH_ATTN_EXT,26388,8192,2048,84406,114029,109,2146
decode,12,kqv_out-13,RESHAPE,6331,8192,2048,3675,2754,0,142
decode,12,attn_out-13,MUL_MAT,84141,8192,2048,333070,451243,3416,10063
decode,12,ffn_inp-13,ADD,9532,8192,2048,14876,9387,21,671
decode,12,norm-13,RMS_NORM,10973,8192,2048,20289,22341,4,576
decode,12,ffn_norm-13,MUL,9799,8192,2048,15343,9310,76,588
